"","Sample"
"CHMP4B",25.498052916798
"CHMP5",20.5846946965201
"CHMP7",6.63008275261033
"CHORDC1",15.4653019609591
"CHP1",14.4773517693975
"CHPF2",5.66544940224349
"CHRAC1",9.59657046192396
"CHST11",8.33808343184354
"CHST12",2.99910561190839
"CHST15",4.60913825726801
"CHST2",14.7446825116888
"CHSY1",12.2435486346167
"CHTOP",20.4886445430818
"CHURC1",23.9732529118074
"CIAO1",11.3346978181158
"CIB1",49.4470978975964
"CIC",12.8775568795601
"CIITA",11.941976749959
"CINP",8.0126590644548
"CIR1",20.6052698495681
"CIRBP",43.6578229401519
"CISD2",16.8615153778059
"CISD3",4.81413335777824
"CITED2",17.6420986554871
"CKAP2",6.34558036128288
"CKAP4",15.7514534918609
"CKAP5",7.33459504319148
"CKLF",28.1736113895843
"CKS2",10.582617748993
"CLASP1",12.6410370728444
"CLASP2",10.931721030167
"CLASRP",6.52568864055655
"CLCN3",11.0282019848631
"CLCN7",3.21284078983647
"CLDND1",21.7141881124544
"CLEC2B",40.1636517628368
"CLEC2D",55.9906797611337
"CLEC4A",17.8072668248867
"CLEC4E",31.7002949963398
"CLEC5A",19.1909438143971
"CLEC7A",28.4707633839615
"CLIC1",54.4904511688087
"CLIC3",7.39461482265149
"CLIC4",13.0730155493273
"CLINT1",24.3996799043793
"CLIP1",26.9114998624591
"CLIP4",3.34219296539846
"CLK1",50.6774373377723
"CLK2",10.3137461364098
"CLK3",4.95628796500389
"CLK4",11.3577549368572
"CLMN",9.48396949689567
"CLN5",11.5965736433754
"CLN8",1.75386008669185
"CLNS1A",10.1086205251107
"CLOCK",5.78703132621565
"CLPP",14.3769015468262
"CLPTM1",12.2729775739935
"CLPTM1L",10.8326281188945
"CLPX",19.1204376262391
"CLSTN1",10.6111470393227
"CLTA",30.0773009077879
"CLTB",13.8135237380972
"CLTC",17.0128600969663
"CMAS",14.0007323512681
"CMC1",22.4164282693146
"CMC2",7.54508225836481
"CMIP",23.3158504687113
"CMKLR1",1.22460330720462
"CMPK1",17.3533273070654
"CMPK2",5.37203507158378
"CMSS1",9.00756796513314
"CMTM3",10.3991665493026
"CMTM6",57.6178401442897
"CMTM7",6.08375100124063
"CMTR1",8.52259115123609
"CNBP",55.9757309340182
"CNDP2",19.9535547415103
"CNEP1R1",1.71843897828664
"CNIH1",23.2010631469265
"CNIH4",18.2173129442127
"CNN2",28.1671554436053
"CNOT1",25.1955547469101
"CNOT10",8.92802767551577
"CNOT2",17.4997513494679
"CNOT3",10.0431621566269
"CNOT4",7.93314397761886
"CNOT6",1.75386008669185
"CNOT6L",37.4340422088856
"CNOT7",17.2397452357067
"CNOT8",11.8151285649937
"CNP",20.6553129045904
"CNPPD1",12.4030138178424
"CNPY2",7.99498341665976
"CNPY3",21.3048285968863
"CNST",14.1530937041528
"CNTLN",10.8927423180158
"CNTRL",22.4938302823555
"COA1",9.37488963191571
"COA3",18.8336073081567
"COA4",10.6796578340593
"COA5",11.7107921790777
"COA6",28.5408754068015
"COASY",4.09800444144651
"COG2",2.94547092431032
"COG3",3.19580432872364
"COG4",6.07758083438121
"COG5",3.65503522105503
"COG6",3.25302675587491
"COIL",1.57288844300202
"COLEC12",6.85918707524135
"COLGALT1",9.80333306854148
"COMMD1",34.8119098837961
"COMMD10",6.35719141511566
"COMMD2",13.3265129330227
"COMMD3",14.6569211016808
"COMMD4",6.00572179104887
"COMMD5",14.5623324638567
"COMMD6",77.2251966603658
"COMMD7",13.0494515045406
"COMMD8",12.6377125738195
"COMMD9",13.4255667382796
"COMT",15.6314449643564
"COPA",40.7617060268492
"COPB1",32.4141514509102
"COPB2",21.1615568603735
"COPE",33.7140894496018
"COPG1",12.6048004973544
"COPS2",21.3561113820638
"COPS3",9.28084948083041
"COPS4",8.806396035997
"COPS5",10.8421245249314
"COPS6",14.2578213736864
"COPS7A",9.53992352413782
"COPS8",13.9418607773527
"COPZ1",29.4827129913414
"COQ10B",17.9090423780756
"COQ5",7.79024142984527
"CORO1A",33.8324496255183
"CORO1B",0
"CORO1C",21.571460340984
"CORO7",10.5594637555349
"COTL1",61.0979448092433
"COX14",26.2043921783602
"COX15",5.65478270722512
"COX16",32.7002750673613
"COX17",35.7367077931667
"COX19",3.49681817505854
"COX20",18.3159922803613
"COX4I1",118.960660535071
"COX5A",28.600670991711
"COX5B",73.3572617771667
"COX6A1",72.4429798605682
"COX6A1P2",50.3828123458394
"COX6B1",66.1158901467451
"COX6C",62.5846088864747
"COX7A2",59.8250530159087
"COX7A2L",25.1417725599197
"COX7B",48.0937892021073
"COX7C",109.137513356421
"COX8A",48.5945117613245
"CPD",14.669557877561
"CPEB4",9.06707952154798
"CPM",9.53606484248303
"CPNE1",24.8382225897654
"CPNE3",9.4134092137969
"CPNE8",1.89450510628849
"CPPED1",5.58701923432551
"CPQ",23.9941234085737
"CPSF1",4.67143926987091
"CPSF2",20.6303650579387
"CPSF3",3.09693212688467
"CPSF6",17.3302692564884
"CPSF7",7.13095574084053
"CPT1A",7.32960308249317
"CPVL",10.0643709868867
"CRBN",19.1913367764445
"CRCP",13.0184770581393
"CREB1",18.2061968040814
"CREB3",6.95497602928475
"CREB3L2",0
"CREBBP",12.3311300582338
"CREBL2",10.1451369136503
"CREBRF",32.3540984612879
"CREBZF",5.76083072336326
"CREG1",37.503598959096
"CRELD2",13.88946657182
"CREM",50.2097400158204
"CRIPT",7.17822784531071
"CRK",7.50645357364932
"CRKL",6.65769138864363
"CRLF3",19.0575490048103
"CRNKL1",13.8850475038915
"CROCCP2",10.4195257578579
"CRTAM",2.405652213097
"CRTAP",8.97285145533435
"CRTC2",13.7957959957
"CRTC3",2.72263787472605
"CRYBB2",10.5515924027027
"CRYZL1",15.0770769527667
"CS",7.98463239679144
"CSDE1",64.4702738237827
"CSE1L",9.36071115140601
"CSF1R",41.5946012130112
"CSF2RA",36.5978040387848
"CSF2RB",14.2768534560418
"CSF3R",8.31588998147843
"CSGALNACT2",22.9286338952495
"CSK",18.4529078471595
"CSNK1A1",33.634203003182
"CSNK1A1L",6.25564439988847
"CSNK1D",16.2401799811568
"CSNK1E",1.34985191118494
"CSNK1G1",1.94265181136651
"CSNK1G2",15.3656633120645
"CSNK1G3",19.9715104281459
"CSNK2A1",20.3993815616472
"CSNK2A2",6.8109412121492
"CSNK2A3",4.99750317856917
"CSNK2B",15.8017829347738
"CSPP1",9.58552202085268
"CSRNP1",8.56836881006061
"CSRP1",9.32326770811858
"CST3",62.6944537903944
"CST7",34.2046470796382
"CSTA",39.5919559135021
"CSTB",108.517226079677
"CSTF3",6.2521323677833
"CTBP1",14.3829130651399
"CTBP2",13.7676290924396
"CTBS",14.8521522993737
"CTCF",5.54086760353344
"CTDNEP1",14.7086774297139
"CTDSP1",27.8178508916973
"CTDSP2",14.605856641646
"CTDSPL2",14.1792006586476
"CTNNA1",22.4963978314901
"CTNNB1",23.6896165798468
"CTNNBL1",16.7941841798592
"CTNND1",4.77137029621351
"CTR9",24.8131149278265
"CTSA",28.3441163495891
"CTSB",147.910490919425
"CTSC",37.8016297251368
"CTSD",94.182203475585
"CTSH",50.1930849275345
"CTSL",75.147822667006
"CTSO",4.26838666417855
"CTSS",134.468064383541
"CTSW",0.95240949259175
"CTSZ",36.3465315852287
"CTTNBP2NL",11.9643595255592
"CUEDC2",7.64857612712619
"CUL1",23.9740798274052
"CUL2",16.3544856573184
"CUL3",17.9825112571531
"CUL4A",11.9301672205439
"CUL4B",0.95240949259175
"CUL5",15.6438290339413
"CUTA",20.7268351823693
"CUTC",7.30183029857003
"CUX1",20.4558725525063
"CWC15",38.9995601558077
"CWC22",14.5704207341981
"CWC25",16.2726357644994
"CWC27",8.72645517425865
"CWF19L1",3.73647526120617
"CWF19L2",30.2673267756354
"CXCL1",23.3012561621275
"CXCL10",6.9750764852682
"CXCL16",63.1301843011728
"CXCL2",29.5087859671947
"CXCL3",47.0388286354196
"CXCL5",77.7006850088562
"CXCL6",6.33674141930602
"CXCR4",135.357454594752
"CXorf21",11.0413367822582
"CXorf38",5.6823307704638
"CXXC1",6.30224964201293
"CXXC5",26.5144456676563
"CYB561A3",10.1012415957983
"CYB561D2",5.96954642076043
"CYB5A",9.27317077208879
"CYB5B",16.0622182376515
"CYB5R1",5.95942093795307
"CYB5R3",10.3266694210338
"CYB5R4",18.7049397469156
"CYBA",58.2295227566634
"CYBB",70.6694669884767
"CYC1",24.8747316268799
"CYCS",23.9886980713731
"CYFIP1",7.79570298950392
"CYFIP2",9.31602785150967
"CYHR1",4.01204149547947
"CYLD",35.6098950587307
"CYP1B1",21.4726215317904
"CYP20A1",17.8730763346843
"CYSLTR1",11.6321564696406
"CYSTM1",30.4164760198466
"CYTH1",60.5573504907612
"CYTH2",1.44995738615793
"CYTH4",18.4144437064462
"CYTIP",71.8969519634396
"DAAM1",9.78244742053709
"DAB2",9.20561492466715
"DAD1",47.9464676966558
"DANCR",5.38106157420061
"DAP",17.5166612443819
"DAP3",17.3356304993225
"DAPK1",11.6255946846374
"DAPP1",21.5953243084408
"DAXX",14.0943816409886
"DAZAP1",9.92619423238319
"DAZAP2",51.7074905557233
"DBF4",7.41424941605206
"DBI",56.1786113418367
"DBNL",28.5441478890746
"DBT",2.87522662476868
"DCAF10",4.39702327470776
"DCAF11",7.88923648496997
"DCAF12",9.42396830965718
"DCAF13",8.37777673758822
"DCAF16",4.45629953033319
"DCAF5",11.4661038034409
"DCAF6",7.8550964079495
"DCAF7",13.0610376861766
"DCK",9.25732111970932
"DCLRE1C",2.02842344867029
"DCP1A",9.84144121537322
"DCP2",25.4384473193555
"DCTD",16.7172681330121
"DCTN1",10.1050872381133
"DCTN2",11.8559706723882
"DCTN3",16.307492426712
"DCTN4",6.78978508018225
"DCTN5",8.03769918054774
"DCTN6",6.94949497508832
"DCUN1D1",5.23224092152007
"DCUN1D5",6.18135223806475
"DCXR",19.5146697588013
"DDA1",8.07407978240536
"DDAH2",9.25684404348791
"DDB1",13.4142355946742
"DDHD1",6.97044954446645
"DDI2",22.5399813343103
"DDIT3",17.4758053196202
"DDIT4",72.2188622746306
"DDOST",8.43485392599233
"DDRGK1",7.95437896660662
"DDT",37.6521088976712
"DDX1",18.8647106391514
"DDX10",8.10205853943409
"DDX17",61.3364786384037
"DDX18",35.0587825490293
"DDX19A",10.1407011190306
"DDX21",22.2419921990892
"DDX23",10.5333506516611
"DDX24",44.2360135675798
"DDX27",16.3182564817552
"DDX39A",12.7604513776369
"DDX39B",10.6645923265232
"DDX3X",38.0942573633351
"DDX41",5.37386611165456
"DDX42",16.1746227347562
"DDX46",31.0358690814484
"DDX5",95.1986937781098
"DDX50",25.8135872907026
"DDX52",18.1951895058814
"DDX54",9.59704691532313
"DDX56",8.92502332802491
"DDX58",26.2278271948288
"DDX59",8.97799959899066
"DDX6",30.3321360986626
"DDX60",20.5946809802597
"DDX60L",25.8586977339755
"DECR1",20.5178817340547
"DEDD",4.95921279189337
"DEDD2",12.2462448802671
"DEF6",11.9394473555248
"DEF8",14.7425723700489
"DEGS1",14.9287692126043
"DEK",61.9114541775839
"DENND1A",3.30440428953651
"DENND1B",9.50902873565838
"DENND2D",2.10958150948659
"DENND3",6.01112618526597
"DENND4A",14.9133633018945
"DENND4B",17.8401627027517
"DENND4C",3.32748203293076
"DENND5A",15.1067734773503
"DENND6A",3.40987736562542
"DENR",20.1590735422406
"DERA",7.307916557807
"DERL1",12.5295826442875
"DERL2",8.71074815274778
"DESI1",11.7892887828629
"DESI2",7.92162954234182
"DFFA",11.959579086128
"DGCR2",4.10094253185289
"DGCR6L",4.26226321673694
"DGKA",14.8144176561957
"DGKD",4.47391825023733
"DGKE",1.46493237515122
"DGKH",1.2389263490336
"DGKZ",4.80911580348072
"DGUOK",12.5311886755065
"DHPS",10.0032410150475
"DHRS3",9.68710446759306
"DHRS7",21.7432940552039
"DHRSX",11.4655022389924
"DHX15",12.1941348088582
"DHX16",6.77727507107926
"DHX29",15.4542296074453
"DHX30",15.0720522654281
"DHX36",14.4178843021341
"DHX37",0.95240949259175
"DHX38",14.6939965223763
"DHX40",11.9064096609773
"DHX58",6.74600344541889
"DHX8",10.3223550317332
"DHX9",23.300814174637
"DIAPH1",24.4059796869244
"DIAPH2",6.52594443436208
"DICER1",13.8745196726698
"DIDO1",4.74976644081263
"DIMT1",6.42372791043712
"DIP2A",8.8998265825542
"DIP2B",7.07533629240659
"DIS3",17.9582366611623
"DKC1",16.2697120833135
"DLD",3.60863461003039
"DLEU2",6.53149517662361
"DLG1",4.29387773397764
"DLGAP1-AS1",12.3382640126003
"DLGAP4",11.0598954473996
"DMAP1",3.36393858207555
"DMTF1",7.72716338328123
"DMXL1",13.3598771946724
"DMXL2",40.3202868958839
"DNAAF2",5.35698566636379
"DNAJA1",62.6619414206777
"DNAJA2",15.6990462853897
"DNAJB1",19.7171766166192
"DNAJB11",30.6514205592851
"DNAJB12",8.47633702142009
"DNAJB14",22.6595679061229
"DNAJB2",9.29595353601669
"DNAJB4",9.33469902433352
"DNAJB6",31.6055508671758
"DNAJB9",18.8011945346477
"DNAJC1",21.0259800788511
"DNAJC10",20.0662851504725
"DNAJC13",16.3300143395171
"DNAJC15",25.1235946148758
"DNAJC17",7.2912788497407
"DNAJC19",25.4392251171117
"DNAJC2",15.5114063553128
"DNAJC21",18.9738336853679
"DNAJC3",29.1706603439365
"DNAJC4",12.9746810852114
"DNAJC5",17.7646962995972
"DNAJC7",18.6829872766928
"DNAJC8",39.3187141695626
"DNAJC9",3.33040970987749
"DNASE1L1",4.74363948567226
"DNASE2",12.2704781000846
"DNM1L",9.08875570796106
"DNM2",10.2312073245555
"DNMBP",3.02046190417312
"DNMT1",22.2106330683816
"DNPEP",3.44954446728515
"DNPH1",17.874841485076
"DNTTIP1",9.58345166406164
"DNTTIP2",42.2416997982442
"DOCK10",33.1110071018005
"DOCK11",9.50420074375569
"DOCK2",29.4961266238749
"DOCK4",20.6716924637159
"DOCK5",13.2123167431181
"DOCK7",3.34774782679374
"DOCK8",44.1712376708791
"DOK1",8.21039651885331
"DOK2",10.5057043815018
"DOK3",20.7069633230404
"DOT1L",6.76013458992424
"DPEP2",2.537914601701
"DPF2",6.9264358154665
"DPH3",19.1849461194949
"DPM1",22.3144519239273
"DPM2",8.81961427922034
"DPM3",6.80808820261563
"DPP7",35.789900318854
"DPP8",2.37388155789006
"DPP9",14.6133575043231
"DPY30",21.0837862689895
"DPYD",8.9745605894532
"DPYSL2",16.8767999363215
"DR1",18.8657458995304
"DRAM1",15.524661272475
"DRAM2",28.4753934965903
"DRAP1",51.5610138640128
"DRG1",11.0083816689597
"DRG2",8.24667710948461
"DSE",25.1705679044237
"DSTN",14.4526656759895
"DSTYK",3.29164443590981
"DTD1",5.89596336568466
"DTNBP1",6.99461641079183
"DTWD1",3.8208472232209
"DTX2",0
"DTX3L",32.6230146149729
"DUS1L",3.91020896012329
"DUSP1",16.9974890723678
"DUSP10",5.5537546735898
"DUSP11",2.98493136486954
"DUSP16",4.33186764464848
"DUSP18",49.8263090020294
"DUSP2",17.4056001596951
"DUSP22",18.6945214534487
"DUSP23",3.90741155546347
"DUSP3",13.5429572615109
"DUSP4",6.37515216211123
"DUSP5",22.1822784395482
"DUSP6",22.5078016292936
"DUT",17.8867228659751
"DVL3",3.48906505765861
"DYM",7.82963117273783
"DYNC1H1",16.998624999066
"DYNC1I2",25.1342111883594
"DYNC1LI1",16.6010286791166
"DYNC1LI2",12.9536437819331
"DYNLL1",63.3227935348715
"DYNLL2",7.20051156650855
"DYNLRB1",22.0934666771944
"DYNLT1",43.2583551565045
"DYNLT3",23.7639388483348
"DYRK1A",9.96214981091103
"DYRK2",6.44834093268349
"E2F3",6.94785398564044
"E2F4",10.2241935536215
"EAF1",20.5629227591079
"EAF2",2.2301638880325
"EAPP",16.7779213661722
"EBAG9",13.9132209337774
"EBNA1BP2",9.40234728645238
"ECD",10.267214053595
"ECE1",12.0429288628328
"ECH1",18.0537654888137
"ECHDC1",8.57081245690444
"ECHS1",9.55277217569966
"ECI1",4.51845740856611
"ECI2",8.78797850937925
"EDARADD",63.4008356798319
"EDEM1",29.2094998160788
"EDEM2",1.79395304294748
"EDEM3",22.1102833554041
"EDF1",60.6252043747426
"EEA1",27.4376180995945
"EED",2.67320110269525
"EEF1A1",191.269805523236
"EEF1A2",19.2287891350046
"EEF1B2",88.7611284814404
"EEF1D",84.5680241819857
"EEF2",100.918795004517
"EEPD1",2.22865338256469
"EFCAB14",16.2662156503547
"EFHD2",37.5743899370201
"EFR3A",14.5978953335592
"EFTUD2",9.98346296623858
"EGLN1",19.509770965202
"EGLN2",17.558423697935
"EGLN3",11.8098934719282
"EHBP1L1",6.54851060598866
"EHD1",26.9043939093866
"EHD4",8.534734001455
"EHMT1",3.12768468447791
"EI24",8.55310756094012
"EID1",49.4015482423655
"EID2",3.70959421821817
"EIF1",128.280690235676
"EIF1AD",3.39566064163994
"EIF1AX",32.7777902399971
"EIF1B",20.0852712562763
"EIF2A",30.2755869988689
"EIF2AK1",12.9478174361567
"EIF2AK2",42.3030513015467
"EIF2AK4",10.9875198464298
"EIF2B1",2.18707879645141
"EIF2B4",16.2238482464518
"EIF2B5",9.83285435321366
"EIF2S1",15.0903759514076
"EIF2S2",40.3742630090866
"EIF2S3",46.8165656315827
"EIF3A",57.4578683543144
"EIF3B",8.89408196680201
"EIF3D",32.8496576366134
"EIF3E",46.3975183358478
"EIF3F",31.1897963950889
"EIF3G",28.8613263167763
"EIF3H",57.2699979322596
"EIF3I",34.035218666343
"EIF3J",23.8609567268959
"EIF3K",48.8744842063003
"EIF3L",51.6603432870819
"EIF3M",22.5046261851242
"EIF4A1",15.086527717359
"EIF4A2",119.829553944498
"EIF4A3",8.30535563813203
"EIF4B",62.9987569187016
"EIF4E",16.6407041752339
"EIF4E2",34.1237045036227
"EIF4E3",5.1932970626673
"EIF4EBP1",12.3022014848976
"EIF4EBP2",8.23665036236597
"EIF4G1",15.180610161712
"EIF4G2",70.0694232031763
"EIF4G3",18.8716198325308
"EIF4H",28.7044384154262
"EIF5",52.725585317568
"EIF5A",52.6132080560469
"EIF5B",36.1178189887083
"EIF6",13.7530813794708
"ELAVL1",1.57212897212166
"ELF1",56.6693111249473
"ELF2",22.1207522142341
"ELF4",0
"ELK1",3.31134580784063
"ELK3",8.99679351719086
"ELK4",18.2061617528708
"ELL",3.78049405361024
"ELL2",0.793432975714906
"ELMO1",11.4646965493817
"ELMOD2",4.81797757503187
"ELOF1",17.8130824469056
"ELOVL1",16.4845300917219
"ELOVL5",17.9572806327021
"ELP2",5.12733864103843
"ELP5",5.09059748863618
"EMB",17.2522940101216
"EMC10",16.6999201627661
"EMC2",14.3452546062228
"EMC3",14.2056664500747
"EMC4",12.1673530780325
"EMC6",7.75948176675971
"EMC7",16.0549319141564
"EMD",40.1886470496706
"EMG1",8.19664193280823
"EMILIN2",37.4097441029353
"EML3",10.4812155530915
"EML4",37.3943404436786
"EMP1",17.5282390902933
"EMP3",44.749436144203
"ENG",34.5325301532504
"ENO1",141.410840555069
"ENO2",19.2982871280894
"ENOSF1",6.59878213804109
"ENOX2",1.93091627237698
"ENSA",19.9746585544531
"ENTPD1",9.74103648737574
"ENTPD4",6.94535501800474
"ENTPD6",15.686443661949
"ENY2",53.6597135069434
"EOMES",4.11129150255771
"EP300",25.9355902929134
"EP400",2.62864418950255
"EPB41",31.4867696560557
"EPB41L2",8.98520782111152
"EPB41L3",43.8441754790552
"EPB41L4A-AS1",10.9099889045281
"EPC1",6.95648702200995
"EPC2",0.793432975714906
"EPG5",9.99003710017615
"EPHB2",3.97336455854848
"EPM2AIP1",3.34446249244642
"EPN1",2.405652213097
"EPS15",12.0560903808442
"EPSTI1",49.2500988357299
"ERAP1",22.1233227121667
"ERAP2",13.3718621824119
"ERC1",7.50568375666985
"ERCC1",13.2473704415397
"ERCC3",4.41731897120682
"ERCC5",7.74541325936781
"ERCC6L2",3.94241343142582
"EREG",31.1090191159596
"ERF",4.68612125559836
"ERGIC1",10.2699103013502
"ERGIC2",11.4175650612926
"ERGIC3",13.8797407005126
"ERH",33.6373271943288
"ERICH1",23.3470943607619
"ERLEC1",27.1210551805758
"ERN1",4.46126412361969
"ERP29",31.4506649542895
"ERP44",31.1547350036406
"ERV3-1",9.34508830821649
"ERVK3-1",0.778695996406757
"ESCO1",22.4808464577022
"ESD",27.8836712205682
"ESF1",20.0152156310457
"ESRRA",5.93580538221595
"ESYT1",15.4774753564461
"ESYT2",11.7798170501531
"ETF1",20.764075180693
"ETFA",17.7725563019982
"ETFB",14.6629579379229
"ETHE1",8.73764484476172
"ETNK1",16.6378152514665
"ETS1",47.1208801310009
"ETS2",15.9086718165117
"ETV3",13.8824637156489
"ETV6",25.3551147119822
"EVI2A",79.8163036275272
"EVI2B",60.4186864347605
"EVI5",5.52001071849787
"EVL",29.9285227518996
"EWSR1",20.481032216509
"EXOC1",19.6040993059095
"EXOC2",6.84593393120679
"EXOC3",9.04502409178756
"EXOC4",5.17809269988386
"EXOC5",9.2930117447613
"EXOC6",3.63319178515798
"EXOC7",3.1973103599324
"EXOC8",12.3262853047541
"EXOSC1",6.62729868971336
"EXOSC10",7.29147143595597
"EXOSC3",11.3605484958491
"EXOSC7",8.54071072452534
"EXOSC8",13.0335921826217
"EXOSC9",8.00505765468286
"EYA3",11.7205410393559
"EZH1",6.82205224906366
"EZR",52.0621872851179
"F2R",3.81955840238105
"FABP5",8.55724054829577
"FADD",0
"FADS1",5.55679139191604
"FAF2",22.4722779553238
"FAHD1",1.71843897828664
"FAM102A",9.04662729911636
"FAM102B",5.93898824033584
"FAM104A",8.86034636073548
"FAM107B",48.9655816955351
"FAM110A",5.12766875246766
"FAM111A",11.1988578901415
"FAM114A2",1.79395304294748
"FAM118A",2.65207279964735
"FAM120A",18.3478334778419
"FAM120AOS",7.78893035786851
"FAM120B",2.18707879645141
"FAM126B",6.48205880999469
"FAM133B",13.9800046878831
"FAM136A",7.86016521986919
"FAM13A",14.4692835216392
"FAM13B",15.0748432302032
"FAM160B1",10.2631016431069
"FAM162A",58.3340255871157
"FAM168A",2.82993413936458
"FAM168B",11.3292034879848
"FAM172A",4.76486074480322
"FAM177A1",11.7765350609755
"FAM177B",9.27749905896727
"FAM193A",5.57583558279261
"FAM193B",12.9447950282183
"FAM200B",7.37827656644566
"FAM204A",28.2193300170112
"FAM20C",10.8052950465713
"FAM210A",15.1905297104739
"FAM210B",7.15162891624569
"FAM214A",2.52511599844449
"FAM214B",6.31374722732802
"FAM217B",5.10473967420243
"FAM219B",4.67915871376897
"FAM228B",1.97838909855418
"FAM32A",33.9277807919569
"FAM3A",4.25112268568887
"FAM50A",19.1471213204084
"FAM53B",12.2006551746659
"FAM53C",5.05893373956914
"FAM76B",9.62098217066993
"FAM78A",9.61248695483791
"FAM89B",5.70914956378111
"FAM91A1",15.5521759073736
"FAM98B",14.1732675785731
"FAM98C",10.5677211933059
"FAN1",2.537914601701
"FANCL",3.91317788111081
"FAR1",5.79494602704702
"FARSA",10.5266406683243
"FAU",177.353165614873
"FBL",28.508495113435
"FBP1",21.2211155847477
"FBRS",25.0707089639437
"FBXL15",5.52692869111691
"FBXL3",10.5964621454427
"FBXL5",17.7697668594397
"FBXO11",21.4770026618724
"FBXO21",0.778695996406757
"FBXO25",3.00531857864729
"FBXO3",5.44216259132738
"FBXO33",3.02284582915995
"FBXO34",7.4620359937312
"FBXO38",5.94601675326655
"FBXO42",7.45977665282387
"FBXO6",8.51634560379881
"FBXO7",15.5288757743254
"FBXO9",13.2154941418636
"FBXW11",6.81750874044056
"FBXW2",7.73830333992271
"FBXW5",7.45101009693403
"FBXW7",10.7115017875157
"FCER1G",113.995459412831
"FCF1",26.0816565226066
"FCGR1A",9.37997957057881
"FCGR2A",27.4745261687813
"FCGR2B",54.2592972542562
"FCGR3A",54.3582502468813
"FCGR3B",20.8222455701745
"FCGRT",30.5939345061942
"FCHO2",12.8051825820097
"FCHSD2",6.84128887495167
"FCN1",55.0751790492708
"FDFT1",20.4668202057559
"FDPS",13.2629711101996
"FDX1",7.96864287075342
"FEM1B",4.31052915533934
"FEM1C",4.46784423929637
"FER",6.18427958260244
"FERMT3",38.4065095803133
"FES",5.27119018358893
"FEZ2",4.32625841576026
"FGD2",3.8854114738686
"FGD3",14.4030709785747
"FGD4",15.9285009160904
"FGD5-AS1",15.0743162334825
"FGD6",3.93101074419721
"FGFBP2",8.85473849504742
"FGFR1OP2",22.6934187874896
"FGL2",41.0538344302328
"FGR",16.5768090847638
"FH",9.57640455748546
"FHAD1",11.2170358210381
"FHL3",6.64813743626619
"FHOD1",5.45201378941342
"FIBP",8.33260617458333
"FIG4",0
"FILIP1L",3.72984901469562
"FIP1L1",18.3814318664803
"FIS1",15.5936581382197
"FKBP11",4.44328271015902
"FKBP15",22.8296336942723
"FKBP1A",26.0655008260197
"FKBP1C",8.8032668603264
"FKBP2",20.2063417958534
"FKBP3",15.1460144960885
"FKBP4",12.6864178107159
"FKBP5",10.2077963005635
"FKBP8",24.8355078272601
"FLAD1",7.19098403116173
"FLCN",6.96843467494241
"FLI1",7.77860230892916
"FLII",23.6793574834573
"FLNA",43.5852718443924
"FLNB",8.47242917068982
"FLOT1",17.0033146454062
"FLOT2",5.55999459926144
"FLVCR2",1.6298924815466
"FMN1",7.97697713510355
"FMNL1",32.061040158748
"FMNL3",9.56718052614226
"FMR1",17.5725240674031
"FN1",9.29787510640522
"FNBP1",61.8143505916438
"FNBP4",24.1248486113208
"FNDC3A",13.3391536791267
"FNDC3B",26.5311266538016
"FNIP1",9.39941742680471
"FNIP2",3.62789339654743
"FNTA",21.9760508483957
"FOPNL",5.1639447536489
"FOS",7.20769990384994
"FOSL2",33.9126295306009
"FOXJ3",11.4998620284689
"FOXK1",0
"FOXN2",13.3189932215183
"FOXN3",8.43258509483256
"FOXO1",2.14328488689985
"FOXO3",15.1403403278714
"FOXO4",2.05798375188142
"FOXP1",32.2153223105095
"FPGS",9.97308922726579
"FPR1",9.40543509494085
"FPR2",4.62884875853649
"FPR3",48.2942304852821
"FRA10AC1",12.7773723697299
"FRG1",18.4478393819684
"FRMD4B",7.02030843982277
"FRMD8",8.93226168235157
"FRYL",17.7009603916672
"FTH1",234.078420560787
"FTL",243.63591587331
"FTMT",36.2550348733016
"FTSJ3",8.63451639618234
"FUBP1",12.1065288783859
"FUBP3",8.39659773363746
"FUCA1",24.4102214875615
"FUCA2",3.5677489676375
"FUNDC2",6.9908177087199
"FURIN",8.31849845436004
"FUS",25.3703299938669
"FUT11",13.6379547791858
"FXR1",45.5011283697341
"FXR2",5.86327415506349
"FXYD5",40.9809189632383
"FYCO1",3.37827535985523
"FYN",16.7497593349024
"FYTTD1",35.5545432920014
"FZR1",2.25439575379895
"G0S2",11.2261834726124
"G2E3",4.58704748137719
"G3BP1",37.943609077375
"G3BP2",36.1895414293971
"G6PD",7.66761193602931
"GAA",16.3467826391775
"GAB2",3.09693212688467
"GAB3",6.48263015613804
"GABARAP",18.9203117495553
"GABARAPL1",8.55026175001552
"GABARAPL2",47.5200139311598
"GABPA",3.94677000089208
"GABPB1",8.45841679315895
"GABPB2",6.10919503390181
"GADD45B",30.874879886384
"GADD45GIP1",58.1997523059833
"GAK",12.2029448124857
"GALC",10.9989415426043
"GALK1",5.78339684382479
"GALNS",10.1617129309678
"GALNT1",14.8267393944721
"GALNT10",3.32629105048181
"GALNT11",0
"GALNT2",15.3423641140844
"GALNT6",7.61808963547987
"GALNT7",9.16532198173722
"GANAB",11.7086307403152
"GAPDH",192.321025807372
"GAPT",19.2041227113412
"GAPVD1",17.3321144969273
"GART",6.64993929249205
"GAS5",151.963614461061
"GAS7",9.79521213947584
